sctid,fsn/term,pt/term,conceptId,batch
,Entire anterior segment of upper division of left upper lobe of lung (body structure),Entire anterior segment of upper division of left upper lobe of lung,361986008,respiratory system structure
,Entire superior segment of lower division of left upper lobe of lung (body structure),Entire superior segment of lower division of left upper lobe of lung,361987004,respiratory system structure
,Entire inferior segment of lower division of left upper lobe of lung (body structure),Entire inferior segment of lower division of left upper lobe of lung,361988009,respiratory system structure
,Entire lower lobe of left lung (body structure),Entire left lower lobe of lung,361989001,respiratory system structure
,Entire superior segment of left lower lobe of lung (body structure),Entire superior segment of left lower lobe of lung,361990005,respiratory system structure
,Entire anterior basal segment of left lower lobe of lung (body structure),Entire anterior basal segment of left lower lobe of lung,361991009,respiratory system structure
,Entire lateral basal segment of left lower lobe of lung (body structure),Entire lateral basal segment of left lower lobe of lung,361992002,respiratory system structure
,Entire posterior basal segment of left lower lobe of lung (body structure),Entire posterior basal segment of left lower lobe of lung,361993007,respiratory system structure
,Entire medial basal segment of left lower lobe of lung (body structure),Entire medial basal segment of left lower lobe of lung,361994001,respiratory system structure
,Entire subapical segment of left lower lobe of lung (body structure),Entire subapical segment of left lower lobe of lung,361995000,respiratory system structure
,Entire pleural sac (body structure),Entire pleural sac,361996004,respiratory system structure
,Entire visceral pleura (body structure),Entire visceral pleura,361997008,respiratory system structure
,Entire parietal pleura (body structure),Entire parietal pleura,361998003,respiratory system structure
,Entire pleural cavity (body structure),Entire pleural cavity,361999006,respiratory system structure
,Entire right pleura (body structure),Entire right pleura,362000000,respiratory system structure
,Entire left pleura (body structure),Entire left pleura,362001001,respiratory system structure
,Entire mediastinal pleura (body structure),Entire mediastinal pleura,362002008,respiratory system structure
,Entire superior surface of soft palate (body structure),Entire superior surface of soft palate,362081003,respiratory system structure
,Entire uvula palatina (body structure),Entire uvula palatina,362082005,respiratory system structure
,Entire pharyngeal portion of dorsum of tongue (body structure),Entire pharyngeal portion of dorsum of tongue,362094001,respiratory system structure
,Entire pharyngeal part of tongue (body structure),Entire base of tongue,362096004,respiratory system structure
,Entire pharyngeal mucous membrane (body structure),Entire pharyngeal mucous membrane,362121003,respiratory system structure
,Entire pharyngeal wall (body structure),Entire pharyngeal wall,362123000,respiratory system structure
,Entire dorsal pharyngeal wall (body structure),Entire dorsal pharyngeal wall,362124006,respiratory system structure
,Entire lateral wall of oropharynx (body structure),Entire lateral wall of oropharynx,362125007,respiratory system structure
,Entire mucous membrane of hypopharynx (body structure),Entire mucous membrane of hypopharynx,362126008,respiratory system structure
,Entire palatine arch (body structure),Entire palatine arch,362595008,respiratory system structure
,Entire tonsillar fossa (body structure),Entire tonsillar fossa,362596009,respiratory system structure
,Entire laryngeal prominence (body structure),Entire laryngeal prominence,362648003,respiratory system structure
,Entire lumbar part of diaphragm (body structure),Entire lumbar part of diaphragm,362689000,respiratory system structure
,Entire right crus of diaphragm (body structure),Entire right crus of diaphragm,362690009,respiratory system structure
,Entire inferior nasal turbinate bone (body structure),Entire inferior nasal turbinate bone,362882006,respiratory system structure
,Structure of lobe of right lung (body structure),Structure of lobe of right lung,362898004,respiratory system structure
,Structure of lobe of left lung (body structure),Structure of lobe of left lung,362899007,respiratory system structure
,Superior pharyngeal constrictor muscle part (body structure),Superior pharyngeal constrictor muscle part,362919007,respiratory system structure
,Middle pharyngeal constrictor muscle part (body structure),Middle pharyngeal constrictor muscle part,362920001,respiratory system structure
,Inferior pharyngeal constrictor muscle part (body structure),Inferior pharyngeal constrictor muscle part,362921002,respiratory system structure
,Thyroarytenoid muscle part (body structure),Thyroarytenoid muscle part,362926007,respiratory system structure
,Structure of extrapulmonary lymph node of lung (body structure),Structure of extrapulmonary lymph node of lung,363537007,respiratory system structure
,Laryngeal muscle structure (body structure),Laryngeal muscle,36514000,respiratory system structure
,Structure of cervical pleura (body structure),Cervical pleura,36545001,respiratory system structure
,Structure of bony part of nasal septum (body structure),Bony part of nasal septum,367591009,respiratory system structure
,Structure of posterior nasopharynx (body structure),Posterior nasopharynx,367592002,respiratory system structure
,Structure of lateral nasopharynx (body structure),Lateral nasopharynx,367593007,respiratory system structure
,Structure of anterior nasopharynx (body structure),Anterior nasopharynx,367594001,respiratory system structure
,Structure of superior nasopharynx (body structure),Structure of superior nasopharynx,367595000,respiratory system structure
,Structure of lobular bronchiole (body structure),Lobular bronchiole,367597008,respiratory system structure
,Structure of fauces space (body structure),Fauces,367601008,respiratory system structure
,Entire costal part of diaphragm (body structure),Entire costal part of diaphragm,368048007,respiratory system structure
,Entire sternal part of diaphragm (body structure),Entire sternal part of diaphragm,368049004,respiratory system structure
,Entire costal pleura (body structure),Entire costal pleura,368060008,respiratory system structure
,Entire skin of lower margin of nasal septum (body structure),Entire skin of lower margin of nasal septum,368113002,respiratory system structure
,Entire nasal septum mobile portion (body structure),Entire nasal septum mobile portion,368120009,respiratory system structure
,Entire posterior process of nasal septal cartilage (body structure),Entire posterior process of nasal septal cartilage,368122001,respiratory system structure
,Entire subcutaneous tissue of lower margin of nasal septum (body structure),Entire subcutaneous tissue of lower margin of nasal septum,368127007,respiratory system structure
,Laryngeal cartilage structure (body structure),Laryngeal cartilage,36847003,respiratory system structure
,Entire right maxillary sinus (body structure),Entire right maxillary sinus,368560001,respiratory system structure
,Entire right frontal sinus (body structure),Entire right frontal sinus,368561002,respiratory system structure
,Entire right ethmoid sinus (body structure),Entire right ethmoid sinus,368562009,respiratory system structure
,Entire right sphenoid sinus (body structure),Entire right sphenoid sinus,368563004,respiratory system structure
,Entire left maxillary sinus (body structure),Entire left maxillary sinus,368582008,respiratory system structure
,Entire left frontal sinus (body structure),Entire left frontal sinus,368583003,respiratory system structure
,Entire left ethmoid sinus (body structure),Entire left ethmoid sinus,368584009,respiratory system structure
,Entire left sphenoid sinus (body structure),Entire left sphenoid sinus,368585005,respiratory system structure
,Entire nasopharyngeal surface of soft palate (body structure),Entire nasopharyngeal surface of soft palate,368684001,respiratory system structure
,Entire retromaxillary region (body structure),Entire retromaxillary region,368716003,respiratory system structure
,Entire dorsal surface of pharyngeal part of tongue (body structure),Entire dorsal surface of base of tongue,368736002,respiratory system structure
,"Entire superior posterior alveolar artery, including dental branches (body structure)","Entire superior posterior alveolar artery, including dental branches",368878002,respiratory system structure
,"Entire superior anterior alveolar artery, including dental branches (body structure)","Entire superior anterior alveolar arteries, including dental branches",368879005,respiratory system structure
,Entire nasal gland (body structure),Entire nasal gland,368881007,respiratory system structure
,Entire atrium of middle nasal meatus (body structure),Entire atrium of middle nasal meatus,368882000,respiratory system structure
,Entire semilunar hiatus of ethmoid sinus (body structure),Entire semilunar hiatus of ethmoid sinus,368883005,respiratory system structure
,Entire nasopharyngeal meatus (body structure),Entire nasopharyngeal meatus,368884004,respiratory system structure
,Entire intranasal hair (body structure),Entire intranasal hair,368885003,respiratory system structure
,Entire roof of nose (body structure),Entire roof of nose,368886002,respiratory system structure
,Entire nasal fossae (body structure),Entire nasal fossae,368887006,respiratory system structure
,Entire limen nasi (body structure),Entire limen nasi,368888001,respiratory system structure
,Entire agger nasi (body structure),Entire agger nasi,368889009,respiratory system structure
,Entire sphenoethmoidal recess (body structure),Entire sphenoethmoidal recess,368890000,respiratory system structure
,Entire olfactory gland (body structure),Entire olfactory gland,368891001,respiratory system structure
,Entire membranous part of nasal septum (body structure),Entire membranous part of nasal septum,368892008,respiratory system structure
,Entire posterior margin of nasal septum (body structure),Entire posterior margin of nasal septum,368893003,respiratory system structure
,Entire bony part of nasal septum (body structure),Entire bony part of nasal septum,368894009,respiratory system structure
,Entire ethmoidal infundibulum (body structure),Entire ethmoidal infundibulum,368895005,respiratory system structure
,Entire nasal portion of nasopharynx (body structure),Entire nasal portion of nasopharynx,368896006,respiratory system structure
,Entire lymphatic vessel of nasal cavity (body structure),Entire lymphatic vessel of nasal cavity,368897002,respiratory system structure
,Structure of mucous membrane of ethmoid sinus (body structure),Mucous membrane of ethmoid sinus,368900009,respiratory system structure
,Structure of mucous membrane of sphenoid sinus (body structure),Mucous membrane of sphenoid sinus,368901008,respiratory system structure
,Entire accessory sinus gland (body structure),Entire accessory sinus gland,368902001,respiratory system structure
,Structure of maxillary sinus mucous gland (body structure),Maxillary sinus gland,368903006,respiratory system structure
,Structure of frontal sinus gland (body structure),Frontal sinus gland,368904000,respiratory system structure
,Structure of ethmoid sinus gland (body structure),Ethmoid sinus gland,368905004,respiratory system structure
,Structure of sphenoid sinus gland (body structure),Sphenoid sinus gland,368906003,respiratory system structure
,Entire mucous membrane of maxillary sinus (body structure),Entire mucous membrane of maxillary sinus,368908002,respiratory system structure
,Entire mucous membrane of frontal sinus (body structure),Entire mucous membrane of frontal sinus,368909005,respiratory system structure
,Entire pharyngeal ostium of eustachian tube (body structure),Entire pharyngeal ostium of eustachian tube,368945008,respiratory system structure
,Entire lamina perpendicularis of ethmoid bone (body structure),Entire lamina perpendicularis of ethmoid bone,369005006,respiratory system structure
,Entire vagus nerve pharyngeal plexus (body structure),Entire vagus nerve pharyngeal plexus,369429008,respiratory system structure
,Bronchial part (body structure),Bronchial part,372170000,respiratory system structure
,Ethmoid sinus part (body structure),Ethmoid sinus part,372180001,respiratory system structure
,Nasal turbinate part (body structure),Nasal turbinate part,372201007,respiratory system structure
,Part of lobe of lung (body structure),Part of lobe of lung,372221008,respiratory system structure
,Supraglottis part (body structure),Supraglottis part,372241003,respiratory system structure
,Structure of left lower lobe bronchial lumen (body structure),Left lower lobe bronchial lumen,37417000,respiratory system structure
,Structure of olfactory sensory epithelium (body structure),Olfactory sensory epithelium,37623003,respiratory system structure
,Structure of apical segment of right lower lobe of lung (body structure),Apical segment of right lower lobe,3788008,respiratory system structure
,Septal cartilage structure (body structure),Nasal septal cartilage,3810000,respiratory system structure
,Structure of dorsal surface of pharyngeal part of tongue (body structure),Dorsal surface of base of tongue,38555005,respiratory system structure
,Structure of intrinsic laryngeal muscle (body structure),Intrinsic laryngeal muscle,38650005,respiratory system structure
,Structure of pharyngeal portion of nasopharynx (body structure),Pharyngeal portion of nasopharynx,38912002,respiratory system structure
,Structure of thyroepiglottic ligament (body structure),Structure of thyroepiglottic ligament,39066000,respiratory system structure
,Structure of lower respiratory spaces (body structure),Lower respiratory spaces,39278005,respiratory system structure
,Structure of anterior branch of superior left pulmonary vein (body structure),Anterior branch of superior left pulmonary vein,39484005,respiratory system structure
,Lobar bronchus structure (body structure),Lobar bronchus,39582006,respiratory system structure
,Lung structure (body structure),Lung,39607008,respiratory system structure
,Structure of right pleural mesothelium (body structure),Right pleural mesothelium,397382000,respiratory system structure
,Structure of left pleural mesothelium (body structure),Left pleural mesothelium,397383005,respiratory system structure
,Structure of anterior segment of right upper lobe of lung (body structure),Anterior segment of right upper lobe,39743006,respiratory system structure
,Structure of middle thyrohyoid ligament (body structure),Middle thyrohyoid ligament,39787002,respiratory system structure
,Lower respiratory system structure (body structure),Lower respiratory system structure,400141005,respiratory system structure
,Skin structure of lower margin of nasal septum (body structure),Skin of columella,40021003,respiratory system structure
,Structure of arch of cricoid cartilage (body structure),Arch of cricoid cartilage,40659005,respiratory system structure
,Structure of frontal recess of frontoethmoid structure (body structure),Frontal recess,410753005,respiratory system structure
,Structure of lower lobe of left lung (body structure),Left lower lobe of lung,41224006,respiratory system structure
,Structure of superior segment of lower division of left upper lobe of lung (body structure),Structure of superior segment of lower division of left upper lobe of lung,41479000,respiratory system structure
,Structure of interarytenoid notch (body structure),Interarytenoid notch,41512003,respiratory system structure
,Structure of hyparterial bronchus (body structure),Hyparterial bronchi,4159006,respiratory system structure
,Structure of right hemidiaphragm (body structure),Structure of right hemidiaphragm,416398005,respiratory system structure
,Entire left hemidiaphragm (body structure),Entire left hemidiaphragm,416857005,respiratory system structure
,Structure of left hemidiaphragm (body structure),Structure of left hemidiaphragm,416912002,respiratory system structure
,Structure of submucosa of oropharynx (body structure),Structure of submucosa of oropharynx,41717006,respiratory system structure
,Entire right hemidiaphragm (body structure),Entire right hemidiaphragm,417458000,respiratory system structure
,Structure of right lower lobe lateral segmental bronchus (body structure),Right lower lobe lateral segmental bronchus,41765007,respiratory system structure
,Structure of lamina perpendicularis of ethmoid bone (body structure),Lamina perpendicularis of ethmoid bone,41828003,respiratory system structure
,Entire left lateral nasopharynx (body structure),Entire left lateral nasopharynx,41871007,respiratory system structure
,Structure of lateral segment of middle lobe of right lung (body structure),Lateral segment of right middle lobe,42000008,respiratory system structure
,Entire left choana (body structure),Entire left choana,421042004,respiratory system structure
,Entire right choana (body structure),Entire right choana,421384004,respiratory system structure
,Structure of left lower lobe lateral segmental bronchus (body structure),Left lower lobe lateral segmental bronchus,42171008,respiratory system structure
,Structure of vallecula of epiglottis (body structure),Structure of vallecula of epiglottis,42275007,respiratory system structure
,Structure of oropharyngeal cavity (body structure),Structure of oropharyngeal cavity,423103006,respiratory system structure
,Structure of hemidiaphragm (body structure),Structure of hemidiaphragm,423500004,respiratory system structure
,Structure of upper lobe of right lung (body structure),Right upper lobe of lung,42400003,respiratory system structure
,Entire pharyngeal plexus and pharyngeal veins (body structure),Entire pharyngeal plexus and pharyngeal veins,42483003,respiratory system structure
,Structure of left crus of diaphragm (body structure),Left crus of diaphragm,42677006,respiratory system structure
,Bone tissue structure of vomer bone (body structure),Bone tissue of vomer bone,427621007,respiratory system structure
,Structure of left ventricular fold of larynx (body structure),Left false vocal cord,43101003,respiratory system structure
,Aryepiglottic fold structure (body structure),Aryepiglottic fold,43545006,respiratory system structure
,Structure of lamina muscularis of pharyngeal mucous membrane (body structure),Lamina muscularis of pharyngeal mucous membrane,43604007,respiratory system structure
,Entire mucous membrane of sphenoid sinus (body structure),Entire mucous membrane of sphenoid sinus,43774000,respiratory system structure
,Structure of left lower lobe posterior segmental bronchus (body structure),Left lower lobe posterior segmental bronchus,43851006,respiratory system structure
,Structure of articular facet of cricoid cartilage for thyroid cartilage (body structure),Articular facet of cricoid cartilage for thyroid cartilage,43955003,respiratory system structure
,Left lung structure (body structure),Left lung,44029006,respiratory system structure
,Structure of left pleural cavity (body structure),Left pleural cavity,44067009,respiratory system structure
,Structure of tracheal submucosa (body structure),Structure of tracheal submucosa,4419000,respiratory system structure
,Left ethmoid sinus structure (body structure),Left ethmoid sinus,44355002,respiratory system structure
,Structure of posterior branch of superior right pulmonary vein (body structure),Posterior branch of superior right pulmonary vein,44367000,respiratory system structure
,Structure of left apicoposterior segmental bronchus (body structure),Left apicoposterior segmental bronchus,44546001,respiratory system structure
,Tracheal structure (body structure),Trachea,44567001,respiratory system structure
,Structure of salpingopharyngeal fold (body structure),Salpingopharyngeal fold,44637004,respiratory system structure
,Structure of upper lobe of left lung (body structure),Left upper lobe of lung,44714003,respiratory system structure
,Right pleura structure (body structure),Right pleura,44788007,respiratory system structure
,Structure of accessory sinus gland (body structure),Accessory sinus gland,4486002,respiratory system structure
,Laryngeal prominence structure (body structure),Adam's apple,44935009,respiratory system structure
,Right frontal sinus structure (body structure),Right frontal sinus,45038002,respiratory system structure
,Structure of sphenoethmoidal recess (body structure),Sphenoethmoidal recess,45243000,respiratory system structure
,Structure of eparterial bronchus (body structure),Eparterial bronchus,45302002,respiratory system structure
,Structure of supratonsillar fossa (body structure),Structure of supratonsillar fossa,45438005,respiratory system structure
,Structure of vestibular ligament of larynx (body structure),Structure of vestibular ligament of larynx,45532009,respiratory system structure
,Structure of upper lobe of lung (body structure),Structure of upper lobe of lung,45653009,respiratory system structure
,Structure of right upper lobe anterior segmental bronchus (body structure),Right upper lobe anterior segmental bronchus,45836004,respiratory system structure
,Structure of parenchyma of left lung (body structure),Parenchyma of left lung,458731000124100,respiratory system structure
,Structure of parenchyma of right lung (body structure),Parenchyma of right lung,459021000124109,respiratory system structure
,"Structure of superior anterior alveolar artery, including dental branches (body structure)","Structure of superior anterior alveolar artery, including dental branches",45949005,respiratory system structure
,Laryngeal structure (body structure),Laryngeal structure,4596009,respiratory system structure
,Vocal cord structure (body structure),True cord,46105003,respiratory system structure
,Structure of posterior basal segment of left lower lobe of lung (body structure),Posterior basal segment of left lower lobe,46148009,respiratory system structure
,Structure of anterior branch of superior right pulmonary vein (body structure),Anterior branch of superior right pulmonary vein,46482006,respiratory system structure
,Nasal turbinate structure (body structure),Concha nasalis,46607005,respiratory system structure
,Pharyngeal mucous membrane structure (body structure),Pharyngeal mucous membrane,46715004,respiratory system structure
,Structure of hilum of lung (body structure),Hilum of lung,46750007,respiratory system structure
,Structure of upper respiratory tract cavity (body structure),Structure of upper respiratory tract cavity,47005005,respiratory system structure
,Pneumocyte (cell),Pneumocyte,47438009,respiratory system structure
,Structure of submucosa of hypopharynx (body structure),Structure of submucosa of hypopharynx,47496006,respiratory system structure
,Structure of glossopharyngeal part of superior constrictor pharyngeus muscle (body structure),Glossopharyngeal part of superior constrictor pharyngeus muscle,48017009,respiratory system structure
,Structure of nasal vestibule (body structure),Nasal vestibule,48446007,respiratory system structure
,Left sphenoid sinus structure (body structure),Left sphenoid sinus,48498009,respiratory system structure
,Constrictor muscle of pharynx structure (body structure),Constrictor muscle of pharynx structure,4866005,respiratory system structure
,Structure of root of left lung (body structure),Root of left lung,48778000,respiratory system structure
,Structure of left visceral pleura (body structure),Left visceral pleura,49310007,respiratory system structure
,Soft palate structure (body structure),Soft palate,49460000,respiratory system structure
,Right vocal cord structure (body structure),Right vocal cord,49533009,respiratory system structure
,Structure of membranous part of nasal septum (body structure),Membranous part of nasal septum,49717008,respiratory system structure
,Structure of lamina propria of accessory sinus (body structure),Lamina propria of accessory sinus,50002002,respiratory system structure
,Structure of left pulmonary artery (body structure),Left main pulmonary artery,50408007,respiratory system structure
,Structure of lingula of left lung (body structure),Lingula of left lung,50837003,respiratory system structure
,Central tendon of diaphragm structure (body structure),Central tendon of diaphragm,50950001,respiratory system structure
,Structure of left upper lobe anterior segmental bronchus (body structure),Left upper lobe anterior segmental bronchus,51237004,respiratory system structure
,Structure of base of arytenoid cartilage (body structure),Base of arytenoid cartilage,51307005,respiratory system structure
,Structure of bronchiole of middle lung lobe (body structure),Bronchiole of middle lung lobe,51553002,respiratory system structure
,Structure of thyroid foramen (body structure),Structure of thyroid foramen,51652001,respiratory system structure
,Structure of posterior basal branch of right pulmonary artery (body structure),Posterior basal branch of right pulmonary artery,51681000,respiratory system structure
,Structure of base of right lung (body structure),Base of right lung,51785002,respiratory system structure
,Thyrohyoid membrane structure (body structure),Thyrohyoid membrane,52345008,respiratory system structure
,Structure of pleuroesophageal muscle (body structure),Pleuroesophageal muscle,52411002,respiratory system structure
,Structure of submucosa of larynx (body structure),Structure of submucosa of larynx,52664006,respiratory system structure
,Structure of cornu of thyroid cartilage (body structure),Cornu of thyroid cartilage,52738005,respiratory system structure
,"Pneumocyte, type 2 (cell)",Granular pneumocyte,52782001,respiratory system structure
,Structure of costal surface of lung (body structure),Costal surface of lung,528006,respiratory system structure
,Structure of sternal part of diaphragm (body structure),Sternal part of diaphragm,52829004,respiratory system structure
,Thyroid cartilage structure (body structure),Thyroid cartilage,52940008,respiratory system structure
,Structure of hilar lymph node (body structure),Bronchial lymph node,53074004,respiratory system structure
,Internal nose structure (body structure),Internal nose,53342003,respiratory system structure
,Structure of median arcuate ligament of diaphragm (body structure),Median arcuate ligament of diaphragm,5362005,respiratory system structure
,Structure of posterior branch of left pulmonary artery (body structure),Posterior branch of left pulmonary artery,53717005,respiratory system structure
,Left pleura structure (body structure),Left pleura,53727004,respiratory system structure
,Structure of lymphatic vessel of pharynx (body structure),Lymphatic vessel of pharynx,53731005,respiratory system structure
,Structure of medial basal branch of right pulmonary artery (body structure),Medial basal branch of right pulmonary artery,53757008,respiratory system structure
,Left vocal cord structure (body structure),Left vocal cord,53824000,respiratory system structure
,Structure of nasal fossae (body structure),Nasal fossae,53912006,respiratory system structure
,Pharyngeal structure (body structure),Pharyngeal structure,54066008,respiratory system structure
,Ethmoid sinus structure (body structure),Ethmoid antrum,54215007,respiratory system structure
,Right sphenoid sinus structure (body structure),Right sphenoid sinus,54702002,respiratory system structure
,Frontal sinus structure (body structure),Frontal sinus,55060009,respiratory system structure
,Bronchiole structure (body structure),Bronchiole,55214000,respiratory system structure
,Structure of lingular branch of left pulmonary artery (body structure),Lingular branch of left pulmonary artery,55219005,respiratory system structure
,Structure of fovea oblonga of arytenoid cartilage (body structure),Fovea oblonga of arytenoid cartilage,55370004,respiratory system structure
,Pharyngeal wall structure (body structure),Pharyngeal wall,55609009,respiratory system structure
,Structure of lamina of thyroid cartilage (body structure),Lamina of thyroid cartilage,55839002,respiratory system structure
,Adenoidal structure (body structure),Adenoid,55940004,respiratory system structure
,Structure of caval opening of diaphragm (body structure),Caval aperture of diaphragm,56042000,respiratory system structure
,Structure of right visceral pleura (body structure),Right visceral pleura,5627008,respiratory system structure
,Structure of middle glossoepiglottic fold (body structure),Middle glossoepiglottic fold,56300006,respiratory system structure
,Entire pharyngeal lymphoid ring (body structure),"Entire lingual, pharyngeal and faucial tonsils, CS",56411004,respiratory system structure
,Structure of perihilar region of right lung (body structure),Perihilar region of right lung,56860001,respiratory system structure
,Vomeronasal organ structure (body structure),Jacobson's organ,56969001,respiratory system structure
,Structure of salpingopharyngeus muscle (body structure),Salpingopharyngeus muscle,57021008,respiratory system structure
,Structure of anterior descending branch of left pulmonary artery (body structure),Anterior descending branch of left pulmonary artery,57121005,respiratory system structure
,Structure of segment of right lung (body structure),Segment of right lung,57483003,respiratory system structure
,Diaphragm structure (body structure),Diaphragm,5798000,respiratory system structure
,Structure of colliculus of arytenoid cartilage (body structure),Colliculus of arytenoid cartilage,58176001,respiratory system structure
,Structure of middle lobe bronchial lumen of right lung (body structure),Right middle lobe bronchial lumen,58431008,respiratory system structure
,Upper respiratory tract structure (body structure),Upper respiratory structure,58675001,respiratory system structure
,Structure of posterior cells of ethmoid sinus (body structure),Posterior cells of ethmoid sinus,5890002,respiratory system structure
,Structure of lateral arcuate ligament of diaphragm (body structure),Lateral arcuate ligament of diaphragm,59193006,respiratory system structure
,Structure of bronchial lumen (body structure),Bronchial lumen,5926001,respiratory system structure
,Structure of anterior ascending branch of left pulmonary artery (body structure),Anterior ascending branch of left pulmonary artery,59348006,respiratory system structure
,Structure of pharyngopalatine arch (body structure),Arcus palatopharyngeus,5944009,respiratory system structure
,Structure of medial arcuate ligament of diaphragm (body structure),Medial arcuate ligament of diaphragm,59642003,respiratory system structure
,Structure of inferior lingular bronchus (body structure),Inferior lingular bronchus,59691009,respiratory system structure
,Structure of rima vestibuli (body structure),Fissure of vestibule,59816000,respiratory system structure
,Structure of crista arcuata of arytenoid cartilage (body structure),Crista arcuata of arytenoid cartilage,59904007,respiratory system structure
,Structure of phrenicocostal sinus (body structure),Phrenicocostal sinus,60162004,respiratory system structure
,Muscle structure of pharynx (body structure),Muscle of pharynx,60494004,respiratory system structure
,Structure of dorsum of pharyngeal part of tongue (body structure),Dorsum of pharyngeal part of tongue,60592002,respiratory system structure
,Structure of epiglottic tubercle (body structure),Epiglottic tubercle,60766006,respiratory system structure
,Structure of base of left lung (body structure),Base of left lung,60859004,respiratory system structure
,Structure of roof of nose (body structure),Roof of nose,60898009,respiratory system structure
,Middle nasal turbinate structure (body structure),Concha nasalis media,60962000,respiratory system structure
,Structure of caudal lobe branch of right pulmonary artery (body structure),Caudal lobe branch of right pulmonary artery,61225004,respiratory system structure
,Structure of middle lobe medial segmental bronchus of right lung (body structure),Right middle lobe medial segmental bronchus,61276001,respiratory system structure
,Epiglottis structure (body structure),Epiglottis,61563008,respiratory system structure
,All bronchioles (body structure),All bronchioles,62040009,respiratory system structure
,Structure of piriform recess (body structure),Piriform fossa,6217003,respiratory system structure
,Structure of posterior ethmoidal artery (body structure),Posterior ethmoidal artery,62223008,respiratory system structure
,Structure of apex of right lung (body structure),Apex of right lung,62884005,respiratory system structure
,Structure of mucous membrane of frontal sinus (body structure),Mucous membrane of frontal sinus,63012006,respiratory system structure
,Structure of right subapical segmental bronchus (body structure),Right subapical segmental bronchus,63153000,respiratory system structure
,Structure of posterior basal branch of left pulmonary artery (body structure),Posterior basal branch of left pulmonary artery,6317000,respiratory system structure
,Structure of muscularis of bronchiole (body structure),Muscularis of bronchiole,63170008,respiratory system structure
,Structure of anterior basal segment of left lower lobe of lung (body structure),Anterior basal segment of left lower lobe,63215004,respiratory system structure
,Structure of aryepiglottic muscle (body structure),Aryepiglottic muscle,6325003,respiratory system structure
,Structure of thyropharyngeal part of inferior constrictor pharyngeus muscle (body structure),Structure of thyropharyngeal part of inferior constrictor pharyngeus muscle,63333008,respiratory system structure
,Structure of pharyngeal ostium of eustachian tube (body structure),Pharyngeal ostium of eustachian tube,63415001,respiratory system structure
,Structure of right lower lobe medial segmental bronchus (body structure),Right lower lobe medial segmental bronchus,63602000,respiratory system structure
,Structure of buccopharyngeal part of superior constrictor pharyngeus muscle (body structure),Buccopharyngeal part of superior constrictor pharyngeus muscle,63655006,respiratory system structure
,Structure of articulations of laryngeal cartilage (body structure),Articulations of laryngeal cartilage,63763002,respiratory system structure
,Structure of posterior cricoarytenoid ligament (body structure),Posterior cricoarytenoid ligament,63847002,respiratory system structure
,Structure of perihilar region of lung (body structure),Perihilar region of lung,63907008,respiratory system structure
,Structure of oblique interlobar fissure of left lung (body structure),Oblique interlobar fissure of left lung,63914005,respiratory system structure
,Structure of right lower lobe posterior segmental bronchus (body structure),Right lower lobe posterior segmental bronchus,64154003,respiratory system structure
,Structure of tracheal muscle (body structure),Structure of tracheal muscle,64292007,respiratory system structure
,Structure of bronchus of right lower lobe (body structure),Bronchus of right lower lobe,64353002,respiratory system structure
,Alveolar wall structure (body structure),Alveolar wall,64363005,respiratory system structure
,Structure of pharyngeal bursa (body structure),Middle pharyngeal recess,64424004,respiratory system structure
,Structure of lingular bronchus (body structure),Lingular bronchus,64720009,respiratory system structure
,Structure of semilunar hiatus of ethmoid sinus (body structure),Semilunar hiatus of ethmoid sinus,64774003,respiratory system structure
,Superior nasal turbinate structure (body structure),Concha nasalis superior,65289004,respiratory system structure
,Structure of right apical segmental bronchus (body structure),Right apical segmental bronchus,65359009,respiratory system structure
,Structure of cricoarytenoid articular capsule (body structure),Cricoarytenoid articular capsule,65365009,respiratory system structure
,Entire mucous membrane of ethmoid sinus (body structure),Entire mucous membrane of ethmoid sinus,65501003,respiratory system structure
,Inferior nasal turbinate structure (body structure),Concha nasalis inferior,6553002,respiratory system structure
,Structure of tubal elevation of pharynx (body structure),Structure of tubal elevation of pharynx,65563003,respiratory system structure
,Structure of tracheal mucous membrane (body structure),Structure of tracheal mucous membrane,660006,respiratory system structure
,Structure of cricotracheal ligament (body structure),Cricotracheal ligament,66030008,respiratory system structure
,Structure of inferior segment of lower division of left upper lobe of lung (body structure),Inferior segment of lingula of left upper lobe of lung,66070001,respiratory system structure
,Middle pharyngeal constrictor muscle structure (body structure),Middle constrictor pharyngeus muscle,66138004,respiratory system structure
,Structure of cricothyroid ligament (body structure),Cricothyroid ligament,66150005,respiratory system structure
,Structure of intranasal hair (body structure),Intranasal hair,66183003,respiratory system structure
,Structure of thyrohyoid ligament (body structure),Structure of thyrohyoid ligament,66617006,respiratory system structure
,Structure of anterior descending branch of right pulmonary artery (body structure),Anterior descending branch of right pulmonary artery,67128002,respiratory system structure
,Structure of apical branch of inferior left pulmonary vein (body structure),Apical branch of inferior left pulmonary vein,67252003,respiratory system structure
,Structure of anterior surface of epiglottis (body structure),Anterior surface of epiglottis,67298002,respiratory system structure
,Structure of pleural recess (body structure),Pleural recess,6731002,respiratory system structure
,Structure of hyoepiglottic ligament (body structure),Hyoepiglottic ligament,67318004,respiratory system structure
,Structure of cuneiform tubercle (body structure),Cuneiform tubercle,67581001,respiratory system structure
,Structure of superior tracheobronchial lymph node (body structure),Structure of superior tracheobronchial lymph node,67941004,respiratory system structure
